Age Bin,Sensitive,Sex,Study Area,Study Title,Sector,Job Family Hiring,Job Title Hiring,Technical Skills,Comunication,Maturity,Dynamism,Mobility,English,European Residence,Italian Residence,Status
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,3,3,3,3,2,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Informatics,High school graduation,Others,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,1,1,2,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Informatics,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Informatics,Five-year degree,Others,Not Specified,Not Specified,2,2,2,3,2,2,Yes,Yes,Negative
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,3,2,3,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,3,3,3,2,3,Yes,Yes,Negative
20 - 25 ,Female 20 - 25 Italian,Female,Other Humanities Subjects,master's degree,Others,Talent Acquisition,Talent Acquisition Specialist,2,3,3,3,2,3,Yes,Yes,Positive
20 - 25 ,Female 20 - 25 Italian,Female,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,1,1,1,2,1,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,2,3,3,3,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,2,3,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,1,2,2,2,3,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other Humanities Subjects,master's degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,3,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Other Humanities Subjects,master's degree,Others,Support,Support,3,3,3,3,3,3,Yes,Yes,Positive
< 20 ,Female < 20 Italian,Female,Other Humanities Subjects,Three-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Scientific Field,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Engineering,Junior Consultant,2,2,2,2,3,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Non-Italian,Male,Engineering,Five-year degree,Machining - Heavy Industry,Not Specified,Not Specified,2,2,3,3,3,3,Yes,No,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Informatics,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Other,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Three-year degree,Services and Information Systems,Not Specified,Not Specified,3,3,3,2,1,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,1,3,3,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Others,Tech Consulting & Solutions,Advanced Consultant,1,2,3,3,3,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Medical Field,Five-year degree,Others,Tech Consulting & Solutions,Consultant,2,3,2,3,2,3,Yes,Yes,Positive
< 20 ,Female < 20 Italian,Female,Informatics,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Informatics,Professional qualification,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,1,2,2,2,3,2,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,3,3,2,1,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,3,2,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Tech Consulting & Solutions,Consultant,2,3,3,2,1,3,Yes,Yes,Positive
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,1,2,3,2,3,3,Yes,Yes,Negative
31 - 35 ,Female 31 - 35 Italian,Female,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,3,3,2,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Three-year degree,Oil and Gas,Not Specified,Not Specified,3,3,3,3,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Other,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Energy,Not Specified,Not Specified,2,3,3,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Engineering,Consultant,2,2,2,2,3,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Automotive,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,3,2,1,2,2,2,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,1,3,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,1,2,2,3,2,3,Yes,Yes,Positive
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Three-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Tech Consulting & Solutions,Consultant,2,2,2,2,3,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,master's degree,Space,Not Specified,Not Specified,3,3,3,3,3,3,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,3,3,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Others,Engineering,Junior Consultant,2,2,2,3,3,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,3,2,3,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Automotive,Not Specified,Not Specified,3,3,2,3,3,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Three-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Three-year degree,Unemployed,Tech Consulting & Solutions,Consultant,2,3,3,3,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Unemployed,Engineering,Junior Consultant,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Three-year degree,Unemployed,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Automotive,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
20 - 25 ,Female 20 - 25 Italian,Female,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,3,2,1,1,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Positive
< 20 ,Female < 20 Italian,Female,Law,master's degree,Oil and Gas,Not Specified,Not Specified,2,3,2,2,1,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Scientific Field,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Scientific Field,Five-year degree,Services and Information Systems,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,1,1,1,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Other Humanities Subjects,Three-year degree,Aeronautics,Tech Consulting & Solutions,Senior Consultant,3,3,3,3,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,3,3,3,3,2,2,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Three-year degree,Consulting,Not Specified,Not Specified,3,3,3,2,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Other Humanities Subjects,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Defence,Not Specified,Not Specified,3,3,2,2,2,3,Yes,Yes,Negative
< 20 ,Male < 20 Non-Italian,Male,Engineering,Five-year degree,Space,Not Specified,Not Specified,2,2,2,2,2,3,Yes,No,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,NO COLLEGE,High school graduation,Oil and Gas,Not Specified,Not Specified,2,3,3,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Scientific Field,High school graduation,Oil and Gas,Not Specified,Not Specified,2,2,2,2,1,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Economic,Five-year degree,Oil and Gas,Not Specified,Not Specified,3,3,3,2,1,3,Yes,Yes,Negative
36 - 40 ,Male 36 - 40 Italian,Male,Engineering,Five-year degree,Consulting,Business & Sales,Business Manager,2,2,2,2,2,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Defence,Not Specified,Not Specified,3,2,3,2,1,3,Yes,Yes,Positive
40 - 45 ,Male 40 - 45 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,3,2,3,3,2,3,Yes,Yes,Positive
40 - 45 ,Female 40 - 45 Italian,Female,NO COLLEGE,High school graduation,Energy,Tech Consulting & Solutions,Consultant,2,2,2,2,2,3,Yes,Yes,Positive
31 - 35 ,Male 31 - 35 Italian,Male,Medical Field,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,3,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Life sciences,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Three-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
< 20 ,Male < 20 Italian,Male,Engineering,Five-year degree,Others,Engineering,Junior Consultant,3,3,3,3,2,3,Yes,Yes,Positive
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Oil and Gas,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Services and Information Systems,Engineering,Junior Consultant,2,3,3,3,3,3,Yes,Yes,Positive
26 - 30 ,Female 26 - 30 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Space,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
> 45 ,Male > 45 Italian,Male,Engineering,Five-year degree,Consulting,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
31 - 35 ,Male 31 - 35 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,2,2,2,2,2,2,Yes,Yes,Negative
< 20 ,Male < 20 Italian,Male,Engineering,master's degree,Others,Not Specified,Not Specified,3,3,2,3,1,3,Yes,Yes,Negative
26 - 30 ,Male 26 - 30 Italian,Male,Engineering,Five-year degree,Aeronautics,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Negative
< 20 ,Female < 20 Italian,Female,Engineering,Five-year degree,Others,Not Specified,Not Specified,1,2,2,2,2,1,Yes,Yes,Positive
20 - 25 ,Male 20 - 25 Italian,Male,Engineering,Five-year degree,Others,Not Specified,Not Specified,4,4,4,4,4,4,Yes,Yes,Negative
20 - 25 ,Male 20 - 25 Italian,Male,Other,High school graduation,Energy,Not Specified,Not Specified,2,2,2,2,2,3,Yes,Yes,Positive
